    0       0.5      1.0      272.0      330.0      55.7956221186    0.295797344236    1.0      -0.1003515  0.0501505     2.6    1.90920423425  -1.8982204419      1.90597423993       -0.702724732446      1.36335233933     -0.195604955095    0.553078139926    0.553078139926    2.57304797949    -1.36038149133    0.521773434562     0.626759466787    0.855345906599    0.307860770373   0.669796174024  0.427205520688   0.553078139926   0.553078139926   0.553078139926   0.553078139926   0.518613296785   0.590832962907   0.838256631609   0.329183137887   0.318930252612   0.877259597232    0.553078139926      0.553078139926      0.553078139926      0.553078139926     0.748750461007    0.442061804673     0.553078139926     0.553078139926     0.553078139926     0.553078139926     0.553078139926      0.553078139926       0.663407823307       0.471197556747      0.655603692297      0.493720729882      0.520262067499      0.587255619093    3.04130604675   -1.84929820495    0.405155477291      0.864140996061  
    0       0.5      1.0      330.0      395.0      19.6501306739    0.226432453394    1.0      -0.1005535     -0.0       2.6    1.26919770428  -1.23405016085     2.38974505551       -0.245449423789      1.88518838195      0.289483373611     1.0965880915      1.0965880915     2.84990207528   -0.631376711199    0.978622095075     1.19463863074     1.31383642256     0.838293860013   1.10049944484    1.0855302394     1.0965880915     1.0965880915     1.0965880915     1.0965880915    1.15409196091    1.03736959199    1.30562385739    0.850297203665   0.928672343005   1.21450227367      1.0965880915        1.0965880915        1.0965880915        1.0965880915      1.25657312207     0.883362316243      1.0965880915       1.0965880915       1.0965880915       1.0965880915       1.0965880915        1.0965880915        1.19040868445        0.995222543714      1.14797810043       1.02535251954       1.20690720022       0.989437534142    3.56411423252   -1.28572959843    0.632315416299      1.42974405913   
    0       0.5      1.0      395.0      468.0      7.31099222417    0.193835372649    1.0      -0.1007555     -0.0       2.6    2.46034070426  -2.4628507975      2.20002495617       -0.490665879937       1.6624077669     0.00563333153781   0.849264681826    0.849264681826    2.26060558174   -0.590387793673    0.760589022879     0.929719282385    1.01771948293     0.690157595303   0.861444770459  0.845622105804   0.849264681826   0.849264681826   0.849264681826   0.849264681826   0.820640671065   0.882892677562   1.06426055964    0.628570991472   0.643337097875   1.05784350132     0.849264681826      0.849264681826      0.849264681826      0.849264681826     1.16289751414     0.530779578038     0.849264681826     0.849264681826     0.849264681826     0.849264681826     0.849264681826      0.849264681826       0.941179208424       0.757786173099       1.0134740976       0.676110503134      0.887374753961      0.805664062832     3.5065138547   -1.81298103376    0.251304101557      1.52628362286   
    0       0.5      1.0      468.0      548.0      2.77359822657    0.167459100578    1.0      -0.100959      -0.0       2.6    1.36742160347  -1.31732155574      2.3964230498       -0.311597726432      1.87713826646      0.232871242815    1.05410571635     1.05410571635     2.27591295984   -0.144706951555    0.774360457439     1.34299388914     1.23001248768     0.874598884436   1.03638472905    1.0620620609    1.05410571635    1.05410571635    1.05410571635    1.05410571635    0.990804979454   1.10906861829     1.2911019131    0.835161504294   0.982755587772   1.12720213329     1.05410571635       1.05410571635       1.05410571635       1.05410571635       1.3919320334     0.712627406522     1.05410571635      1.05410571635      1.05410571635      1.05410571635      1.05410571635       1.05410571635        1.14560919995        0.966578643714      1.18896071384       0.929319863231      1.16650682239       0.95008284423     3.64066612502   -1.53883839112    0.203108984008      1.83475087506   
    0       0.5      1.0      548.0      638.0      1.10012757922    0.127563476119    1.0      -0.1011635     -0.0       2.6    1.33161985151  -1.34895306346      2.7078307406        -0.17769290381      2.12408955858      0.37693091191      1.2508622906      1.2508622906     2.30817765544    0.206722405612     1.0508831977      1.45308728015     1.37347639349     1.13330058142     1.2442616865   1.25650893316     1.2508622906     1.2508622906     1.2508622906     1.2508622906    1.20289682046    1.30064325644    1.56866956277    0.934013473514   1.08932708545    1.41589316126      1.2508622906        1.2508622906        1.2508622906        1.2508622906      1.64453482953     0.850994227296      1.2508622906       1.2508622906       1.2508622906       1.2508622906       1.2508622906        1.2508622906        1.36373715181        1.14137857231       1.55999373246       0.940556427956      1.43772266815       1.05924938601     3.98988646041   -1.36233807704    0.277955286756      2.32118096358   
    0       0.5      1.0      638.0      737.0      0.441877972388   0.167427103983    1.0         0.0      0.1013685     2.6    2.30402085047  -2.27727943998     2.67231467964       -0.369953421957      2.09636177856       0.2522756889     1.17007865443     1.17007865443     1.97315898427    0.36938700778     0.870042500089     1.44823428982     1.26482464653     1.06927474877    1.13547789074    1.2085747112    1.17007865443    1.17007865443    1.17007865443    1.17007865443    1.11127436734    1.22892110472    1.49246349119    0.82980858254    1.06333662069    1.25251465739     1.17007865443       1.17007865443       1.17007865443       1.17007865443       1.6597088957     0.671547524018     1.17007865443      1.17007865443      1.17007865443      1.17007865443      1.17007865443       1.17007865443        1.26732225168        1.06474707354       1.45322165695       0.86771010116       1.26837281875       1.06133928668     4.01035530958   -1.72129215205   -0.192623660661      2.43966839188   
    0       0.5      1.0      737.0      846.0      0.178536042044   0.248303502618    1.0      -0.0507615  0.0507615     2.6    1.37077177886  -1.38924889017      2.8498005372       -0.295344802527      2.19864915235      0.281913365284    1.21495794577     1.21495794577     1.78538562293    0.669079679585    0.917989111069     1.56822744476     1.37268588185     1.06565943873    1.13643933677   1.28694629347    1.21495794577    1.21495794577    1.21495794577    1.21495794577    1.16993118652    1.25677882021    1.53763296721    0.935149438796   1.24108157151    1.24725978284     1.21495794577       1.21495794577       1.21495794577       1.21495794577      1.82177700199     0.650463478185     1.21495794577      1.21495794577      1.21495794577      1.21495794577      1.21495794577       1.21495794577        1.33971292844        1.10673841151       1.56801595122       0.905092096334      1.42428014163       1.03509447318     4.20832630158   -1.60424594788   -0.203544174559      2.77163361386   
    0       0.5      1.0      846.0      967.0     0.0726841618499   0.369509577848    1.0      -0.1016775  0.0508645     2.6    1.29858014633  -1.2683401417       2.7390037857       -0.461218187324      2.17987264304      0.171341464959    1.23652127566     1.23652127566     1.55067687349    0.908226341542    0.861952842194     1.51594740974     1.30104642557     1.15307201988    1.19677919792   1.28544515447    1.23652127566    1.23652127566    1.23652127566    1.23652127566    1.15173928107    1.32647762662    1.64171613102    0.754175222119   1.10483961561     1.2608417729     1.23652127566       1.23652127566       1.23652127566       1.23652127566      1.75078013807     0.652451477016     1.23652127566      1.23652127566      1.23652127566      1.23652127566      1.23652127566       1.23652127566        1.33578743238         1.1059333768       1.62163598033       0.781578211189      1.40175176276       1.02041621277     4.21679640841   -1.85103650115   -0.561639050962      2.90955517872   
    0       0.5      1.0      967.0      1101.0    0.0291362942626   0.557833620936    1.0         0.0       0.101885     2.6    1.61609447159  -1.6032091854       3.1544369708       -0.308210846787      2.31806959556      0.369766578352    1.18648866104     1.18648866104     1.33525714218    1.09125333272     0.85418353508      1.72968232358     1.28930449602     1.15508063925     1.1483625648   1.24440337587    1.18648866104    1.18648866104    1.18648866104    1.18648866104    1.08416827095    1.30593493333    1.59335350631    1.02823134184    1.36096577535    1.31092006084     1.18648866104       1.18648866104       1.18648866104       1.18648866104      1.94572760944     0.620866562055     1.18648866104      1.18648866104      1.18648866104      1.18648866104      1.18648866104       1.18648866104         1.3431234024        1.11733398778       1.65480248949       0.930040345784       1.4987883983       1.01151582498     4.56344036116   -1.68516920782   -0.660594748537      3.41889751524   
    0       0.5      1.0      1101.0     1248.0    0.0117472466792   0.845020508408    1.0      -0.0509685     -0.0       2.6    1.51013132328  -1.50943006553     2.63262344098       -0.848444714317      2.11793615463     -0.110430553539    1.20169915258     1.20169915258     1.13586970492    1.13772290664     0.657262490347     1.41043751954     1.16221657588     1.11014222154    1.11294677691   1.22233307911    1.20169915258    1.20169915258    1.20169915258    1.20169915258    1.18075830812     1.1692171716    1.47361475504    0.499313982213   0.900448901243   0.883557708367    1.20169915258       1.20169915258       1.20169915258       1.20169915258      1.90223718952     0.197311621377     1.20169915258      1.20169915258      1.20169915258      1.20169915258      1.20169915258       1.20169915258         1.2229368247        1.00315259357       1.61274995562       0.464713664899      1.42775806067       0.744950496968    4.13495729671   -2.34270562009    -1.00260503744      3.07544716235   
    0       0.5      1.0      1248.0     1410.0    0.00462901063228  1.29141693426     1.0      -0.0510725  0.0510725     2.6    1.43731813778  -1.42316921344     3.68572461692        -0.19966971915       2.8670215845      0.301648805454    1.26763962194     1.26763962194     0.887221467403   1.90087521307     0.793889546454     2.19654603147     1.46718709456     1.18734881781    1.18129419387   1.42972508934    1.26763962194    1.26763962194    1.26763962194    1.26763962194    1.45002590801    1.14882252845    2.05843001953     1.0096830657    1.90696462927    1.50914827228     1.26763962194       1.26763962194       1.26763962194       1.26763962194      2.38965567932     0.571956537227     1.26763962194      1.26763962194      1.26763962194      1.26763962194      1.26763962194       1.26763962194        1.57533616852         1.1781945096       2.06607042125       0.87734725117        1.7019441011       0.99435175786     5.32573328173   -1.7416200638     -1.31799569263      4.34451157794   
    0       0.5      1.0      1410.0     1588.0    0.00173222243567  2.03427350488     1.0         0.0         0.0        2.6    1.59489579233  -1.5812238198      3.08350748982        -1.58469341736      2.06840336602     -0.246377290999    1.18522034994     1.18522034994     0.614172640382   1.68625301688     0.623347608881     1.44690997768     1.13512641181     1.21919232495    1.34738483417   1.18601107568    1.18522034994    1.18522034994    1.18522034994    1.18522034994    1.15048725965    1.24604131681    1.49962839366    0.625394826731   0.896067397445   0.853900816129    1.18522034994       1.18522034994       1.18522034994       1.18522034994      2.04184417876    -0.109058194747     1.18522034994      1.18522034994      1.18522034994      1.18522034994      1.18522034994       1.18522034994        1.18126317155        1.17198856728        1.5915190294       0.531300986225      1.62967198222       0.993455481241    4.83841157529   -2.85947629994    -2.17126980012      4.19338698589   
    0       0.5      1.0      1588.0     1784.0   0.000636748902461   3.1758826989     1.0         0.0         0.0        2.6    1.70420720379  -1.69602802147     3.50020713729       -0.0960481614507     2.51815813889     -0.0523378864144   1.50290331065     1.50290331065    0.0564461405922   1.95897418789      0.3105504866      1.90556557148     1.81662053288     1.17316602002     0.9514092213    1.5101082476    1.50290331065    1.50290331065    1.50290331065    1.50290331065    1.80141630522    1.15449828193    1.84747263601    0.234643757481   1.40723585743    1.15196270419     1.50290331065       1.50290331065       1.50290331065       1.50290331065      2.22461146536     0.773166185196     1.50290331065      1.50290331065      1.50290331065      1.50290331065      1.50290331065       1.50290331065        1.80837696792        0.934002803809       1.6695209451       0.575868294233      1.50598941141       0.494793090496    4.67239299299   -2.86551518848    -1.15349378596      3.76185024432   
    0       0.5      1.0      1784.0     2000.0   0.000215502990548  5.35981512336     1.0         0.0         0.0        2.6    1.98207478874  -1.90011758611     4.13460966921        -3.35771479867      3.06998397271     -0.463967399758    1.43750801198     1.43750801198    0.0739501448613   2.98197312945     0.80201413708      2.81522226429     1.27643719958     1.43324851113    1.81104432671   1.48879983308    1.43750801198    1.43750801198    1.43750801198    1.43750801198    1.20753581804    1.44655077701    2.43994280895    0.867449724657   2.57490695017    0.623452088852    1.43750801198       1.43750801198       1.43750801198       1.43750801198      3.10673418888     -1.10715319664     1.43750801198      1.43750801198      1.43750801198      1.43750801198      1.43750801198       1.43750801198         1.6074075676        1.35051507416       2.97342241134       0.736534200457      2.83210913764       1.27716417738     6.64870081363   -4.71713159196    -4.12781885631      6.22289875614   
    0       0.5      1.0      2000.0     2238.0   7.16164561138e-05  8.74823491984     1.0         0.0         0.0        2.6    2.66374294799  -2.67406958735      3.3646127729        4.39593567893       4.68138290947      2.98075501484      1.9892912843      1.9892912843     2.71434603758    4.62898430791     2.50231092497       2.9039291979     2.39106461426     2.01121285519    1.95930124094   1.79042369474     1.9892912843     1.9892912843     1.9892912843     1.9892912843    2.67355735771    2.00134364779     2.872536943     2.85870002449    1.11908179021    3.80126125059      1.9892912843        1.9892912843        1.9892912843        1.9892912843      4.09775149781     2.64649355039       1.9892912843       1.9892912843       1.9892912843       1.9892912843       1.9892912843        1.9892912843         2.4412713075        1.90999913245        2.7924083214       1.90771230387       1.56075257975       1.44114193677     6.00546177207   2.81161302637     2.97803857934       6.36017044607   
    0       0.5      1.0      2238.0     2500.0   2.37486249859e-05  14.8546571989     1.0         0.0         0.0        2.6    1.97239337582  -1.8573482939      9.23239783279        -7.15478105344      2.51627328872      -4.9422602285     1.30228151032     1.30228151032     -5.69658774285    2.8758162685     -2.92796486328     2.84802581295     1.38455752231     1.28482832435     1.3111862702   2.21225825446    1.30228151032    1.30228151032    1.30228151032    1.30228151032    1.16936360196    1.29176627432    2.85530599484    -2.82882200229   4.72322661362    -1.36148905484    1.30228151032       1.30228151032       1.30228151032       1.30228151032      4.14741697021     -2.05250369809     1.30228151032      1.30228151032      1.30228151032      1.30228151032      1.30228151032       1.30228151032        1.57045580035        1.38581407287       2.92733076451       -1.43172096151      4.24125698342      0.0191727776443    12.3771808476   -10.5555718537    -9.57269307145       8.5670010473   
    0       0.5      1.0      2500.0     2787.0   4.46928034999e-06  35.0445713823     1.0         0.0         0.0        2.6    2.17747896878  -2.28005754779     -11.3416274062       -0.75827285593      -2.47353145523      5.0418310225     -1.08045720868    -1.08045720868    6.03606558086    1.15096971671     2.52919410694      -2.68689684357    -1.22102034911    -1.06036676054   -1.08733146617  -2.22780510607   -1.08045720868   -1.08045720868   -1.08045720868   -1.08045720868  -0.972756415201   -1.06848741579   -2.74298884158   2.36662700637    -8.43917543138   0.539608860239    -1.08045720868      -1.08045720868      -1.08045720868      -1.08045720868     -3.67778519432    -4.31227274521     -1.08045720868     -1.08045720868     -1.08045720868     -1.08045720868     -1.08045720868      -1.08045720868      -0.872852100465       -1.17110588372      -2.78136473271      1.85094489461       -4.18641599694     0.0363330319418    -14.3831250467  -0.80114264438    -3.17847576464      -7.27099799348  
    0       0.5      1.0      2787.0     3103.0   5.54391275884e-07  127.863401879     1.0         0.0         0.0        2.6    28.1595417888  -28.0426497864     49.7160731602        23.8356468989       33.3273973666      16.8371181254     26.9231284023     26.9231284023     15.1137520835    26.6207677118     21.1692606469      33.6800435899     27.1690341837     26.8881144052    26.9321811377    28.901765975    26.9231284023    26.9231284023    26.9231284023    26.9231284023    26.7433832347    26.9014085939    33.7671199382     21.456713824    38.5567853064    20.8544187259     26.9231284023       26.9231284023       26.9231284023       26.9231284023      31.1400729891     33.2727059181      26.9231284023      26.9231284023      26.9231284023      26.9231284023      26.9231284023       26.9231284023        26.4086023988        27.0774669593       33.8401446189       22.0166354358       32.1303363997       25.1454221424     54.6799932388   20.7179130499     11.1586076518       47.7362906017   
    0       0.5      1.0      3103.0     3450.0   3.47833786883e-06  27.3873365727     1.0        0.0        0.0       2.6        0.0          0.0         -1.04496301002       -2.5898310833       -1.08797592962     -2.0715156826      0.195798823264      -3.37545961186     -4.37848354305   -0.895379160546    -1.13606033638    -0.873067924487    0.625498859188    -3.41966350391    -4.93356801874    -2.37923576292        0.0              0.0              0.0              0.0             0.0             0.0         -1.12625033714   -0.362782799509    -2.07235340346   -0.57191210442    0.292163264768    -6.85012277921         0.0                 0.0                 0.0                 0.0                 0.0                0.0           1.79362545667     -2.50529597654          0.0                0.0                0.0                0.0               0.0               0.0                0.0                 0.0            -0.351299204109       -3.41300181685           0.0                 0.0            -0.86832607703      -1.98854082825     -0.728400842046      -3.19526858676     -4.21273817067    -6.69435084073     -9.54509678875      15.9327947073   
    0       1.0      1.5       56.0      74.0       7365.3767055     0.27004734217     1.0     0.0996017    -0.0996017    2.6     1.6867632525    1.6867632525      1.84331144016       -0.314286515042      1.39589828053      0.110543452069     0.723266342498    0.723266342498   3.92723327549    -2.20391363204    0.946859778525     0.510176117399    1.28189347736     0.180812141625   1.00040670833   0.449842964003   0.868035687099   0.587705679101   0.723266342498   0.723266342498   0.906253778944   0.541634354327  -0.00321197040274   1.48455025227    0.692129426953   0.756341581642    1.05449522458       0.409820343197      0.723266342498      0.723266342498     0.585210210967    0.865030400129     0.708669635526     0.741853212611     0.723266342498     0.723266342498     0.733641190567      0.727363569157       0.805170698978       0.657638262312      0.362911239652       1.0789864923       0.662523858031      0.801815473167     2.97562532272   -1.3024390431     2.75866532728       -1.16174615364  
    0       1.0      1.5       74.0      97.0       7365.3767055     0.27004734217     1.0     0.0996017    -0.0996017    2.6     1.6867632525    1.6867632525      1.84331144016       -0.314286515042      1.39589828053      0.110543452069     0.723266342498    0.723266342498   3.92723327549    -2.20391363204    0.946859778525     0.510176117399    1.28189347736     0.180812141625   1.00040670833   0.449842964003   0.868035687099   0.587705679101   0.723266342498   0.723266342498   0.906253778944   0.541634354327  -0.00321197040274   1.48455025227    0.692129426953   0.756341581642    1.05449522458       0.409820343197      0.723266342498      0.723266342498     0.585210210967    0.865030400129     0.708669635526     0.741853212611     0.723266342498     0.723266342498     0.733641190567      0.727363569157       0.805170698978       0.657638262312      0.362911239652       1.0789864923       0.662523858031      0.801815473167     2.97562532272   -1.3024390431     2.75866532728       -1.16174615364  
    0       1.0      1.5       97.0      133.0       7365.3767055     0.27004734217     1.0     0.0994036    -0.0994036    2.6     3.2702366802  -2.90846877695     1.84331144016       -0.314286515042      1.39589828053      0.110543452069     0.723266342498    0.723266342498   3.92723327549    -2.20391363204    0.946859778525     0.510176117399    1.28189347736     0.180812141625   1.00040670833   0.449842964003   0.868035687099   0.587705679101   0.723266342498   0.723266342498   0.906253778944   0.541634354327  -0.00321197040274   1.48455025227    0.692129426953   0.756341581642    1.05449522458       0.409820343197      0.723266342498      0.723266342498     0.585210210967    0.865030400129     0.708669635526     0.741853212611     0.723266342498     0.723266342498     0.733641190567      0.727363569157       0.805170698978       0.657638262312      0.362911239652       1.0789864923       0.662523858031      0.801815473167     2.97562532272   -1.3024390431     2.75866532728       -1.16174615364  
    0       1.0      1.5      133.0      174.0      1880.83456267     0.385416070215    1.0     0.0996017    -0.0996017    2.6    1.89855192859  -1.94064451263     1.91485036151       -0.461946135591      1.48514777982     0.0029858333046     0.753469919331    0.753469919331   3.92673466962    -2.48269979051    1.01134870256      0.510711873762    1.23647791528     0.298080439786    0.9548346108   0.572501851144   0.798569285277   0.691124111431   0.753469919331   0.753469919331   0.917263310035   0.600855282131    0.279643566527    1.23840667219    0.773406352067   0.745909054624    0.981900166116      0.522027270396      0.753469919331      0.753469919331     0.67918245311     0.816349139482     0.755747581323     0.751293238197     0.753469919331     0.753469919331     0.798886373626      0.698656788856       0.847280117201       0.646114308031      0.501989837065      1.03769180359       0.623835977579      0.869677443023     2.84999003693   -1.45132484512    2.32673338056      -0.815372479604  
    0       1.0      1.5      174.0      220.0      471.407450518     0.32529384193     1.0     0.09985025  -0.09985025    2.6    2.20362008326  -2.10920940608     2.20311211818       -0.382069615882       1.5941702042      0.048478763045     0.841757997462    0.841757997462    3.5374641922    -1.66504143413    0.884739113129     0.790584031034    1.16836880973      0.4875707672    0.911933221825  0.755427724828   0.860006313102   0.819300756325   0.841757997462   0.841757997462   0.916549705037   0.754554727443    0.564211905123    1.10424355041    0.86924275728    0.806176620019    1.13844827513       0.550103277474      0.841757997462      0.841757997462     0.830473589399    0.870319302814     0.833385794283     0.844361375546     0.841757997462     0.841757997462     0.921097196988      0.759700372018       0.923418436265       0.75376506453       0.731255660964      0.93981808238       0.801972214847      0.893636117612     3.54564135771   -1.69945702951    1.49821378858       0.143299213733  
    0       1.0      1.5      220.0      272.0      146.722248581     0.399490598641    1.0      0.10005      -0.10005     2.6    1.40939576732  -1.28161010773     1.79523879486       -0.579916735012      1.43303472746     0.00411277035741    0.730855856054    0.730855856054   2.93629174247    -1.63750508402    0.831765697295     0.626585767772    0.997212694792    0.476240594507   0.722873116304  0.757238987644   0.707186521981   0.761315631479   0.730855856054   0.730855856054   0.904254912223   0.571589320666    0.588764085025    0.783107437232   0.841399825931   0.61485830863     0.972250092501      0.493078403843      0.730855856054      0.730855856054     0.851400221698    0.617278267353     0.735106530358     0.734920853874     0.730855856054     0.730855856054     0.845683550002      0.610444953639       0.831250654866       0.643072459759      0.634718240043      0.826669294866      0.714287625295      0.724912599315     3.01356191021   -1.64956263536    0.935247655208      0.508195319381  
    0       1.0      1.5      272.0      330.0      46.0019555623      0.3478494106     1.0     0.1002505    -0.1002505    2.6    3.16289977075  -3.13144518685     2.13137977891       -0.725847390538      1.50904555157     -0.250001963244     0.595329083988    0.595329083988   2.84582767984    -1.37984968651    0.531976501149     0.703305477148    0.891115578479    0.319367565876   0.513226159536  0.698317055169   0.565750268058   0.628753366594   0.595329083988   0.595329083988   0.568244559201   0.642418446097    0.910205849726    0.421562816942   0.752560065788   0.52512904784     0.841694989724      0.416165321666      0.595329083988      0.595329083988     0.759646644064    0.406912987045     0.615906834705     0.576958559641     0.595329083988     0.595329083988     0.715432509733      0.531573209439       0.727745964416       0.474356888641      0.717560520537      0.514496753439      0.567113774549      0.650919728664     3.47346648883   -2.08432391062   0.0711283989185      1.21490195146   
    0       1.0      1.5      330.0      395.0      15.9595393793     0.275569512903    1.0     0.1003515    -0.1003515    2.6    1.61586233726  -1.5921494116      2.31985072618       -0.217251999401      1.83206548515      0.272317941176     1.11062141044     1.11062141044    2.81651276286   -0.675638047248    0.998200096483     1.13794333895     1.20688454372     0.947997087778   0.99952938511   1.17827004488    1.03956877215     1.1608154219    1.11062141044    1.11062141044    1.14965473638    1.04363631183     1.31807212118     0.773454595253   1.23194878266    0.890211794608    1.31523256674       0.873272695547      1.11062141044       1.11062141044      1.25503951725     0.903324248043     1.11172013416      1.09519713908      1.11062141044      1.11062141044       1.2465238905       0.921151679957       1.17670152065        0.984093077924      1.10948703264       1.03056228965       1.16406291441        1.0018784616      3.54189642553   -1.32699096298    0.136910441099      2.00785177431   
    0       1.0      1.5      395.0      468.0      5.76605271947     0.240977830756    1.0     0.1005535    -0.1005535    2.6    1.50430117318  -1.37147732194     2.27848390917       -0.476042019574      1.74929068043     0.0553549761216     0.852701140542    0.852701140542   2.42055529903   -0.617736145252    0.791617695506     0.998646445959    1.05029334594     0.715873518413   0.705724976208  1.03684886055    0.81416622937    0.91114275752    0.852701140542   0.852701140542   0.856702811122   0.875550947082    1.51033190881     0.275602366353   1.05542628388    0.721771385382    1.03315288076       0.700175138461      0.852701140542      0.852701140542     1.15967421381     0.616061372455     0.880017310516     0.849309089324     0.852701140542     0.852701140542     0.988622051422      0.760269825498       0.987446247557       0.774717174392      1.05036481658       0.733857039377      0.948070583106      0.817207254248     3.55822136987   -1.77952809889   -0.705937576748      2.42495704249   
    0       1.0      1.5      468.0      548.0      2.15441101044     0.211317438212    1.0     0.1006545    -0.150956     2.6    1.94966000899  -1.93477630715     2.33127288666       -0.375221125494      1.79615799239      0.180106722208     1.01207652611     1.01207652611    2.24540025452   -0.232572084007    0.764704058432      1.2020743266     1.08942851412     0.912525971081   0.896932915796   1.1126411146    0.94979839895    1.06592818389    1.01207652611    1.01207652611    0.949519852231   1.07385810649      1.5811433137     0.383378225552   1.22420043642    0.766391864175    1.18090657055       0.830871092223      1.01207652611       1.01207652611      1.33502140302     0.659196470352     1.03862005036      0.963125506153     1.01207652611      1.01207652611      1.17170520239       0.829741650538       1.09909247897        0.903159044582      1.11588587403       0.860310094014      1.07122520973       0.921555238741     3.54016333116   -1.50376900681   -0.913143061397      2.85925042793   
    0       1.0      1.5      548.0      638.0      0.823377357592    0.179007989971    1.0      0.100857    -0.100857     2.6    1.80213068388  -1.68084870133     2.92210671678       -0.206689475089      2.27524374891      0.360815617154     1.29902207594     1.29902207594    2.48373509166    0.144243253883    1.02656881308      1.60269949698     1.43393829957     1.17976424388    1.16293391395   1.44931795862    1.25147222284     1.3439433789    1.29902207594    1.29902207594    1.25072866048    1.35381732211     2.41664159892     0.290025391112   1.54571245347    1.06874431075     1.44363613432       1.15833048786       1.29902207594       1.29902207594      1.75294263386     0.866527806891     1.32363185956      1.28294236632      1.29902207594      1.29902207594      1.45417078571        1.1491657088        1.43351207119        1.17386421116       1.61875695798       0.999438030104      1.52078024312       1.08686689555      4.24181772824   -1.55737336904    -1.51953934238      4.18693327549   
    0       1.0      1.5      638.0      737.0      0.301827113681    0.249740666172    1.0      0.100959    -0.100959     2.6    2.25266748338  -2.27641753115     2.85590572809        -0.58688615641      2.20267426099      0.133575155776     1.15294666204     1.15294666204    2.09509690655    0.240614015326    0.911875600537     1.36807654185     1.25725666482     1.03657641895    1.02924609181   1.26470431192    1.12163432111     1.1923288375    1.15294666204    1.15294666204     1.0836670993    1.21367582815     2.44653139463    -0.218075959415   1.49375249786    0.84250579495     1.33693670136       0.982687190613      1.15294666204       1.15294666204      1.69573128442     0.604549317363     1.17747563185      1.12603092536      1.15294666204      1.15294666204      1.36777501842       0.964216235987       1.27409352478        1.02813240784       1.50700134797       0.788200806588      1.28494257995       1.02378957553      4.26960204343   -1.79384545953    -2.37128617665      4.77649153818   
    0       1.0      1.5      737.0      846.0      0.118147319664    0.37400579068     1.0      0.151668    -0.101112     2.6    1.86396760994  -1.76023004465     2.81253222624       -0.279506417573      2.15899907721      0.276049703724     1.24161217897     1.24161217897    1.78181197036    0.697812092353    0.856993880513     1.70383168299     1.26635905616     1.24629208132     1.1861224453   1.30603731838    1.22434764599    1.27017112988    1.24161217897    1.24161217897    1.21893761593     1.2890577741     2.55066465771    0.0155699391947   1.49635372874    0.950978688124    1.34575755994       1.12643970373       1.24161217897       1.24161217897      1.79785835928     0.705931864947     1.29368162284      1.20853387676      1.24161217897      1.24161217897      1.41623775988        1.048477641          1.3717695531        1.14459651837       1.53392934874       0.997767903544      1.39848079769       1.12317965014      3.92075806515   -1.5725461832     -2.40200320025      4.95081055878   
    0       1.0      1.5      846.0      967.0     0.0450333699263    0.585468309616    1.0      0.101215    -0.101215     2.6     1.9981493392  -2.0009049651      2.92123372709       -0.802837842419       2.2667882314    -0.000759435894003   1.15505736841     1.15505736841    1.65347508974    0.617761007118    0.811827017364     1.31776072563     1.25234130587     0.982967599354   1.08982652941   1.18759914496    1.12612603142    1.13844948039    1.15505736841    1.15505736841    1.01256852318    1.23365062652     2.88528188291    -0.813947826046   1.48058566795    0.771649867515    1.24763051944       1.02209312138       1.15505736841       1.15505736841      1.79421890517     0.426157535435      1.1622251975      1.08773894511      1.15505736841      1.15505736841      1.32003054615       0.966536940969       1.26017660086        0.937920723406      1.63603869048       0.551455049159      1.38575243303       0.778366991992     4.36079056665   -1.92976518042    -4.1162678163       6.28426675822   
    0       1.0      1.5      967.0      1101.0    0.0165162877428    0.943174180429    1.0      0.101317    -0.1519755    2.6    3.02175730581  -2.96290612004     3.60559073178       -0.431530898039      2.68743850818      0.165349440534     1.33814277576     1.33814277576    1.29170636314    1.44389003242     0.757641436852     2.17069503934     1.33821153437     1.40967636505    1.45940757035   1.27200318187    1.41979799378     1.344836724     1.33814277576    1.33814277576    1.29331816524    1.44716454087     3.68714200517    -0.524822185394   1.94720788407    0.864181631719    1.52893924021       1.25169040865       1.33814277576       1.33814277576      2.34645792327     0.517756502827     1.42214652296      1.36110163973      1.33814277576      1.33814277576       1.6434958914       1.09691434352        1.54878117057        1.31448037489       1.82487555451       0.997833750523      1.68427012304       1.25208019565      4.76425020514   -1.82317913895    -3.62745617938      6.88694395238   
    0       1.0      1.5      1101.0     1248.0    0.00582151008749   1.57053996072     1.0        0.0          0.0        2.6    2.50497087909  -2.3801821636      2.73165253508        -1.12448087451      2.08526681135     0.0751880829747     1.28599000251     1.28599000251    1.46581846548    0.969036631783     1.054554554       1.28911928646     1.43693439064      1.1418356193    1.20784035266   1.31033496713    1.26589610986    1.17653854857    1.28599000251    1.28599000251    1.22432738722    1.35409786262     3.16103334654     -1.49047765262    1.4639023232    1.03341369179     1.23211622274       1.19550355859       1.28599000251       1.28599000251      1.79335959887     0.416054341623     1.28427890196      1.13968357451      1.28599000251      1.28599000251      1.37416600186       1.11774192553        1.36748396029        1.01339012494       1.82992079715       0.666301099964      1.48172794622       0.739460482623     4.09766103358   -2.12529580553    -6.12732161771      8.11579172265   
